Gene,,
CD99,4267,111
KDM3B,51780,42
ZNF117,51351,7
ZNF114,163071,7
KDM3A,55818,72
SEZ6L,23544,21
NIF3L1,60491,27
TMC4,147798,10
NOP9,161424,23
TMC6,11322,30
TMC7,79905,8
APIP,51074,28
TMC1,117531,43
TMC2,117532,21
TMC3,342125,10
EIF2B4,8890,67
EIF2B5,8893,70
TMC8,147138,34
EIF2B3,8891,48
EIF2B1,1967,52
PRKAR2A,5576,144
PRKAR2B,5577,102
S1PR5,53637,31
TXNIP,10628,172
SLC36A4,120103,9
TMEM200B,399474,2
LRRC71,149499,3
MLF1,4291,36
QPRT,23475,28
IFT140,9742,26
RSPH9,221421,17
TMEM14C,51522,13
FAM157A,728262,
FAM157B,100132403,2
FAM157C,100996541,3
MECOM,2122,163
ITGA2B,3674,401
RSPH1,89765,14
FANCE,2178,58
TTC1,7265,36
LURAP1,541468,10
TPBGL,100507050,
C9orf129,445577,2
MYT1L,23040,32
ABCA12,26154,42
CEPT1,10390,19
CLIC6,54102,17
CFHR3,10878,50
CLIC4,25932,66
CLIC5,53405,34
PHACTR1,221692,61
NLGN3,54413,55
LRSAM1,90678,48
LARP4B,23185,39
KRTAP2-3,730755,5
KRTAP2-2,728279,3
KRTAP2-1,81872,3
KIAA0020,9933,47
KRTAP2-4,85294,6
TMEM147,10430,11
ASGR1,432,63
ASGR2,433,45
TMEM143,55260,9
RIT1,6016,45
TMEM141,85014,9
SF1,7536,86
PCDHA6,56142,17
LOC644717,,
CEP72,55722,44
API5,8539,59
LOC390956,,
CDKN2AIPNL,91368,6
UBE2NL,389898,9
SOWAHA,134548,9
SOWAHB,345079,7
SOWAHC,65124,14
SOWAHD,347454,2
ITGB2,3689,487
KIAA1199,57214,39
HLA-DPA1,3113,147
FAM32A,26017,21
HAS3,3038,42
KIAA1191,57179,23
FER1L6,654463,2
VMP1,81671,42
FER1L5,90342,4
CA5B,11238,14
ZNF559,84527,10
RNF183,138065,12
ZMAT1,84460,16
ZMAT3,64393,34
C19orf21,126353,15
C19orf26,255057,11
ZMAT4,79698,14
C19orf25,148223,22
MYBL1,4603,21
SMOC2,64094,22
SMOC1,64093,29
MYBL2,4605,108
DCDC5,,
ITGB1BP2,26548,17
ZNF7,7553,17
ZNF2,7549,16
ZNF3,7551,22
CTCFL,140690,71
UFSP1,402682,11
SMAD3,4088,778
ZXDB,158586,4
C11orf16,56673,9
ZAP70,7535,332
UFSP2,55325,15
SYNDIG1,79953,12
OGFR,11054,35
CDC5L,988,122
RAC2,5880,119
RAC3,5881,37
RAC1,5879,1067
SBDS,51119,70
RCL1,10171,34
VCL,7414,193
PI4K2B,55300,24
LOC81691,81691,16
CPLX2,10814,39
CPLX3,594855,11
CPLX1,10815,36
AP2A1,160,134
CPLX4,339302,8
AP2A2,161,108
VCX,26609,9
VCY,9084,11
CADPS,8618,31
FIGNL1,63979,23
PBX2,5089,46
PBX3,5090,50
PBX1,5087,128
BCL6,604,349
AIRE,326,178
MFSD11,79157,7
NSUN2,54888,68
NSUN5,55695,25
NSUN4,387338,24
ZNF160,90338,13
NSUN6,221078,16
TUBG1,7283,141
TUBG2,27175,26
PRAMEF1,65121,6
HIST1H4K,8362,97
FAM71F2,346653,4
TARS,6897,54
PTCH1,5727,258
PCDHGA2,56113,9
TIMM44,10469,36
TUFM,7284,111
ACRV1,56,13
FAM108B1,51104,8
MFSD10,10227,11
RAD9B,144715,11
RAD9A,5883,114
ERGIC2,51290,25
RRP7A,27341,28
CDR2L,30850,7
ERGIC1,57222,37
CLEC14A,161198,16
PDF,64146,21
B3GAT3,26229,31
B3GAT2,135152,17
B3GAT1,27087,59
CPPED1,55313,14
UXT,8409,58
CALM2,805,159
TTC30A,92104,11
TTC30B,150737,9
CALM1,801,466
GSDMA,284110,36
GSDMB,55876,61
GSDMC,56169,20
GSDMD,79792,29
UPK1A,11045,25
UPK1B,7348,23
DLGAP2,9228,32
DLGAP3,58512,17
HIST1H4I,8294,121
DLGAP1,9229,43
DLGAP4,22839,28
DLGAP5,9787,47
BRDT,676,25
MBNL1,4154,78
MBNL2,10150,27
MBNL3,55796,21
SRSF10,10772,65
PLK3,1263,65
A1BG,1,31
OIP5,11339,37
CLCN3,1182,68
CLCN2,1181,52
CLCN1,1180,120
CLCN7,1186,65
CLCN6,1185,33
CLCN5,1184,94
CLCN4,1183,25
HIST1H4H,8365,102
FBXL19,54620,22
BRD8,10902,47
BRD9,65980,22
BRD4,23476,241
BRD7,29117,67
BRD1,23774,45
BRD2,6046,86
BRD3,8019,52
DNAJA2,10294,105
DNAJA3,9093,102
PTPN18,26469,25
SPAG4,6676,12
DNAJA4,55466,25
AKT1,207,3052
PTPN13,5783,118
PTPN12,5782,102
PTPN11,5781,707
LRFN1,57622,9
MYCBP,26292,39
PTPN14,5784,55
GALR2,8811,32
MAGEL2,54551,17
UTRN,7402,113
LYAR,55646,57
ABHD16A,7920,32
FAM154B,283726,4
CH25H,9023,25
CSF2RB,1439,95
MRPL24,79590,37
MRPL27,51264,28
CSF2RA,1438,69
DMD,1756,444
C16orf71,146562,2
SEH1L,81929,46
MRPL22,29093,37
USP17L3,645836,20
LYRM4,57128,36
GAB2,9846,143
GAB3,139716,17
GAB1,2549,161
HABP4,22927,24
C2orf80,389073,5
DMRTB1,63948,15
ZNF853,54753,4
NPTX2,4885,31
NPTX1,4884,23
ZNF850,342892,3
NDRG1,10397,214
NDRG2,57447,137
NDRG3,57446,29
NDRG4,65009,45
ZSCAN2,54993,12
SRSF5,6430,91
SRSF4,6429,73
SRSF7,6432,100
SRSF6,6431,105
SRSF1,6426,296
CHD1L,9557,58
SRSF3,6428,151
HOXA6,3203,18
NKX2-6,137814,13
MZB1,51237,20
SRSF9,8683,80
TRAPPC6B,122553,16
RNF130,55819,18
DNAJB12,54788,31
VIL1,7429,57
HOXA4,3201,35
HLA-DQB1,3119,1454
RNF135,84282,28
HLA-DQB2,3120,68
RNF138,51444,33
RNF139,11236,24
HOXA2,3199,23
CISD2,493856,49
GPR137,56834,16
CISD1,55847,51
CLNS1A,1207,70
SUPT20H,55578,32
FLJ44635,,
R3HDML,140902,6
TSHZ2,128553,20
TSHZ3,57616,30
EIF4E1B,253314,6
GID8,54994,35
CHML,1122,26
PCDHGA5,56110,9
VILL,50853,8
ZNF581,51545,11
ZNF580,51157,15
ZNF583,147949,5
ZNF582,147948,18
TIPARP,25976,25
LOC100287654,,
ZNF587,84914,12
CDK9,1025,422
ZNF589,51385,10
MCHR2,84539,28
SGK494,124923,6
TMEM115,11070,13
ASUN,55726,26
CHST8,64377,18
HAPLN1,1404,42
LOC100131035,,
PSD,5662,29
CAMKK2,10645,68
CAMKK1,84254,35
NPTXR,23467,16
OR8U1,219417,2
HAPLN2,60484,12
MAGEC2,51438,49
ZP2,7783,28
MTRF1L,54516,17
MYO1H,283446,7
MYO1G,64005,22
MYO1F,4542,19
MYO1E,4643,39
MYO1D,4642,42
MYO1C,4641,93
MYO1B,4430,60
MYO1A,4640,33
CHST1,8534,27
LCN6,158062,6
CHMP3,51652,61
RPL36AL,6166,29
CENPM,79019,23
CHMP7,91782,23
CHMP6,79643,39
BCR,613,421
DENND6A,201627,10
PGBD4,161779,3
PGBD5,79605,9
OR52N2,390077,3
CTPS2,56474,27
CTPS1,1503,67
LGALSL,29094,15
SULT6B1,391365,7
ZER1,10444,15
PPAPDC1B,84513,10
LY6G6F,259215,5
HOXA10,3206,158
PPIAL4A,653505,12
SF3B5,83443,32
PPIAL4C,653598,6
PPIAL4B,,
PPIAL4E,730262,3
PPIAL4D,645142,
PPIAL4G,644591,4
FAM188A,80013,20
FAM160B1,57700,6
GPR133,283383,19
HIST2H2AA3,8337,64
ATAT1,79969,34
NUBP2,10101,29
TSSK6,83983,14
SRC,6714,1301
NEMF,9147,28
ZNF326,284695,42
SRF,6722,196
ZNF320,162967,9
ZNF322,79692,13
FAM214A,56204,7
FAM214B,80256,14
SRI,6717,79
ZNF329,79673,7
USP12,219333,30
SRL,6345,6
SRM,6723,29
SRR,63826,58
ADCY8,114,48
LGALS9,3965,149
LGALS8,3964,86
FAM220A,84792,7
LGALS3,3958,697
LGALS2,3957,55
LGALS1,3956,406
LGALS7,3963,74
LGALS4,3960,40
EIF2AK1,27102,40
EIF2AK3,9451,168
EIF2AK2,5610,360
TDG,6996,101
EIF2AK4,440275,80
ADCY9,115,48
HN1,4851,1219
MYO19,80179,16
FAM136A,84908,22
MYO16,23026,21
FAM46A,55603,32
TRNT1,51095,34
ASAP1,50807,63
ASAP2,8853,36
ASAP3,55616,22
OCRL,4952,99
PLAUR,5329,539
LMLN,89782,9
ENTPD5,957,26
TBX2,6909,65
LOXHD1,125336,14
KIAA1524,57650,136
LRRC24,441381,8
KIAA1522,57648,15
MPDU1,9526,31
LRRC20,55222,16
LOX,4015,186
LPGAT1,9926,21
CCPG1,9236,12
TIMM17B,10245,21
ITCH,83737,215
GCNT7,140687,2
TIMM17A,10440,25
GCNT1,2650,41
GCNT3,9245,21
GCNT2,2651,31
SEMA6B,10501,9
NOD1,10392,217
PARD6B,84612,41
TPSD1,23430,13
LPCAT4,254531,15
ELL,8178,58
LPCAT3,10162,30
LPCAT1,79888,53
KRT20,54474,97
MID1IP1,58526,19
PPIG,9360,37
PIGB,9488,15
PIGG,54872,20
PIGK,10026,31
PIGL,9487,16
PIGM,93183,15
PIGN,23556,29
PIGO,84720,22
TMEM194A,23306,14
PIGQ,9091,22
PIGR,5284,98
PIGS,94005,26
PIGT,51604,35
PIGU,128869,23
WRAP53,55135,63
PYY,5697,128
ENTPD8,377841,5
TMEM80,283232,5
SRRM5,100170229,3
TAGLN,6876,86
TAX1BP1,8887,76
CSNK1G2,1455,30
OSGEP,55644,31
ALPP,250,87
RHPN1,114822,12
ELAC2,60528,72
OLR1,4973,269
RHPN2,85415,28
SRRM1,10250,83
ITGAD,3681,20
SRRM3,222183,7
SRRM2,23524,96
CCDC174,51244,12
CCDC175,729665,2
CCDC176,80127,7
ITGAE,3682,59
PDK1,5163,81
RGL1,23179,13
PDK3,5165,33
PDK2,5164,53
EBP,10682,48
PDK4,5166,65
LNPEP,4012,82
ALPI,248,53
C9orf114,51490,24
SEC61A1,29927,80
SEC61A2,55176,16
ALPL,249,234
PTGS2,5743,2115
PECR,55825,21
SUN1,23353,56
PPP2R3B,28227,24
LOC100652986,,
LOC100288562,,
ZFAND6,54469,27
ZFAND5,7763,21
ZFAND3,60685,21
ZFAND1,79752,10
SUN5,140732,16
PLVAP,83483,23
CEP128,145508,16
SLC39A10,57181,24
SLC39A11,201266,26
SLC39A14,23516,54
SCN2B,6327,26
CEP120,153241,27
EIF1AX,1964,55
EIF1AY,9086,28
NTRK2,4915,320
RSBN1,54665,16
ARHGAP23,57636,13
LRPAP1,4043,109
ARHGAP21,57584,31
ARHGAP20,57569,16
ARHGAP27,201176,10
ARHGAP26,23092,39
ARHGAP25,9938,10
EVI5,7813,36
MTX3,345778,7
ARHGAP29,9411,30
ARHGAP28,79822,12
SLC20A1,6574,47
SYDE1,85360,11
HHAT,55733,18
MICALCL,84953,6
MTX1,4580,28
SLCO4C1,353189,12
TECRL,253017,11
PCGF3,10336,28
NKRF,55922,63
PCGF2,7703,63
AFTPH,54812,22
MYSM1,114803,24
PPIB,5479,140
ATG2A,23130,19
ATG2B,55102,25
CD177,57126,80
MLYCD,23417,27
GPR1,2825,24
BMP4,652,409
BMP3,651,34
CX3CR1,1524,290
BMP1,649,86
GPR4,2828,27
DR1,1810,47
RLIM,51132,48
PCGF6,84108,42
C1orf35,79169,35
SWT1,54823,14
TERF2,7014,222
GOLGA8O,728047,6
TERF1,7013,184
GOLGA8H,728498,3
GOLGA8K,653125,3
GOLGA8J,653073,4
FEM1A,55527,23
GOLGA8A,23015,9
GOLGA8B,440270,10
MARCH11,441061,4
RASSF8,11228,37
RASSF1,11186,442
PTOV1,53635,41
PTPMT1,114971,25
RASSF2,9770,55
CT45A5,441521,7
CT45A4,441519,9
RASSF7,8045,25
CT45A6,541465,4
LPPR4,9890,10
LPPR3,79948,8
LPPR2,64748,8
LPPR1,54886,8
TRPC3,7222,119
RSAD2,91543,50
RSAD1,55316,7
ATP5C1,509,88
ATP8B3,148229,8
CHD3,1107,102
CHD2,1106,43
CHD5,26038,51
CHD4,1108,167
CHD7,55636,119
CHD6,84181,33
CHD9,80205,21
CHD8,57680,73
GID4,79018,13
CAP1,10487,74
CAP2,10486,24
NPC2,10577,87
NPC1,4864,161
SKIV2L,6499,58
TTC5,91875,15
TTC4,7268,30
TTC6,319089,6
RAB3GAP2,25782,41
IL4R,3566,427
BHLHA15,168620,21
RAB3GAP1,22930,62
ATP10D,57205,14
C3orf52,79669,11
TTC9,23508,7
TTC8,123016,30
CAPS,828,22
DYNC1LI1,51143,52
DYNC1LI2,1783,41
STC1,6781,96
CHDH,55349,25
EFHC1,114327,42
CAPG,822,56
TPRKB,51002,21
STC2,8614,62
CSNK2A2,1459,237
ATP8,6775077,5
PRDM16,63976,65
MPG,4350,91
PLSCR4,57088,21
PRDM15,63977,20
ABCG4,64137,29
PLSCR3,57048,20
PRDM10,56980,19
PRDM11,56981,7
ABCG8,64241,113
MPO,4353,580
MPL,4352,197
HNF4A,3172,464
ELP2,55250,30
PRKCZ,5590,350
SPC25,57405,25
POLRMT,5442,52
HIST1H3F,8968,70
TRPC5OS,100329135,5
MPZ,4359,150
LOC728671,,
SGSM2,9905,13
MCPH1,79648,124
KDM1A,23028,305
KDM1B,221656,29
PLRG1,5356,61
PUM1,9698,80
SGSM1,129049,15
ILKAP,80895,30
SLC36A2,153201,14
PRKCQ,5588,216
LRRC27,80313,9
ASPHD1,253982,7
GADL1,339896,7
HIST1H3H,8357,63
FAM90A1,55138,13
QRSL1,55278,11
FCER1G,2207,58
AKR1B10,57016,101
BTG3,10950,35
BTG2,7832,101
AKR1B15,441282,13
FAHD1,81889,24
SLA2,84174,21
C4orf36,132989,7
HESX1,8820,45
C4orf32,132720,12
C4orf33,132321,6
SRD5A3,79644,20
SRD5A2,6716,235
SRD5A1,6715,98
SPANXF1,,
HELLS,3070,51
AKAP17A,8227,21
FAM49A,81553,15
FAM49B,51571,28
PDILT,204474,10
ZFP36L1,677,52
LRRC25,126364,7
GGA1,26088,99
GGA3,23163,76
GGA2,23062,71
C15orf48,84419,11
ZNF510,22869,10
TSNAXIP1,55815,12
C15orf40,123207,9
C15orf41,84529,15
C15orf43,145645,5
FHOD1,29109,55
FHOD3,80206,19
ADH7,131,57
ADH6,130,26
ADH5,128,73
ADH4,127,62
PKD2,5311,203
PKD1,5310,269
CXorf48,54967,10
GJC2,57165,32
GJC3,349149,14
GJC1,10052,41
ZNF138,7697,9
FAM195B,348262,8
PRKACG,5568,47
DEK,7913,152
PRKACA,5566,591
PSMB9,5698,129
PRKACB,5567,90
PSMB7,5695,108
LOC100293977,,
PSMB5,5693,150
PSMB4,5692,120
PSMB3,5691,103
PSMB2,5690,119
PSMB1,5689,137
FABP9,646480,4
C20orf78,100128496,
PFKFB2,52086,
HDHD1,8226,13
TMA7,51372,14
HDHD3,81932,10
SPG7,6687,64
MANEA,79694,34
PRB3,5544,14
OMA1,115209,16
C20orf141,128653,6
KLHDC4,54758,19
RMI2,116028,26
CORO7,79585,20
TCEB3C,162699,5
PNMA2,10687,31
KCNK9,51305,79
KCNK4,50801,29
KCNK5,8645,35
KCNK6,9424,18
TRAT1,50852,16
MLH3,27030,51
CRY1,1407,97
MLH1,4292,922
LTN1,26046,34
ZNF517,340385,5
TRIML2,205860,9
C9orf142,286257,14
SULT1A4,445329,12
NACC2,138151,13
ACOT11,26027,19
ACOT12,134526,13
NACC1,112939,51
VPS13A,23230,46
SH3KBP1,30011,131
VPS13C,54832,27
VPS13B,157680,39
BEX5,340542,9
CRYZ,1429,31
SCAF11,9169,32
NUP160,23279,62
ELTD1,64123,18
TMEM160,54958,15
TMEM163,81615,13
TMEM165,55858,29
TMEM164,84187,10
FOXN4,121643,11
TMEM168,64418,12
EVI2B,2124,13
FOXN1,8456,22
FOXN2,3344,16
FOXN3,1112,36
DPCD,25911,20
COX4I2,84701,23
SMIM11,54065,11
COL14A1,7373,41
BBC3,27113,204
GRIN2B,2904,318
GRIN2C,2905,89
GNA14,9630,36
GRIN2A,2903,214
GNA12,2768,105
GNA13,10672,121
GRIN2D,2906,79
GNA11,2767,122
NOL9,79707,39
SH2B3,10019,97
TAP1,6890,243
TAP2,6891,199
CHTF18,63922,32
MFGE8,4240,100
C19orf18,147685,5
RXFP4,339403,23
IL6ST,3572,252
SBF1,6305,41
SBF2,81846,40
SAR1A,56681,53
DBN1,1627,109
SAR1B,51128,29
ADD2,119,61
OGDH,4967,48
ACTG2,72,91
CDC73,79577,159
C11orf35,256329,2
C11orf31,280636,19
C11orf30,56946,62
SEMG1,6406,71
SEMG2,6407,34
EN2,2020,57
LMBRD2,92255,6
LMBRD1,55788,22
OLIG1,116448,28
DAZL,1618,73
DAZ3,57054,31
DAZ2,57055,36
DAZ1,1617,71
DAZ4,57135,33
SRFBP1,153443,19
CHRM5,1133,32
R3HDM2,22864,14
BCAT2,587,34
BCAT1,586,49
LSM11,134353,22
C1orf131,128061,13
MACROD2,140733,30
MACROD1,28992,31
ZBTB33,10009,77
AKAP4,8852,27
AKAP5,9495,74
AKAP6,9472,37
AKAP7,9465,28
GTF2F1,2962,121
AKAP1,8165,57
AKAP2,11217,34
GTF2F2,2963,79
CAGE1,285782,13
EIF2D,1939,25
AKAP8,10270,73
AKAP9,10142,100
EIF2A,83939,40
CYP26A1,1592,52
CCDC117,150275,14
PSTK,118672,5
TUBE1,51175,16
PHPT1,29085,47
SPATA13,221178,23
TSPY8,728403,
RLF,6018,23
NFU1,27247,33
RAB7B,338382,23
RRP1B,23076,73
NOVA2,4858,14
NOVA1,4857,40
RAB7A,7879,189
HSP90B1,7184,264
CCDC113,29070,14
KLHL35,283212,8
KRR1,11103,49
TMEM132E,124842,8
TMEM132D,121256,22
LOC728802,,
TMEM132A,54972,17
TMEM132C,92293,6
TMEM132B,114795,9
OVGP1,5016,22
G6PC,2538,78
DNAH12,201625,15
KLHL31,401265,7
CETN3,1070,34
CETN2,1069,77
CETN1,1068,22
RIMS3,9783,16
PCLO,27445,49
H3F3B,3021,81
H3F3A,3020,169
VSX2,338917,32
CCL21,6366,155
AGAP10,,
CCL26,10344,86
ALPK1,80216,31
ALPK3,57538,13
MAU2,23383,22
C8orf48,157773,6
UCK1,83549,20
C8orf46,254778,5
UCK2,7371,49
PHRF1,57661,32
PRPF39,55015,18
TP53I3,9540,42
C8orf40,114926,5
CUX1,1523,113
CUX2,23316,17
ZNF823,55552,3
KLHL38,340359,8
CYSTM1,84418,10
BRF1,2972,49
FSIP2,401024,9
FSIP1,161835,14
DNAJC8,22826,34
DNAJC9,23234,38
MB,4151,76
CAMSAP2,23271,30
CAMSAP3,57662,37
DNAJC6,9829,34
DNAJC7,7266,63
DNAJC1,64215,22
DNAJC2,27000,33
DNAJC3,5611,41
DUX4L7,,
DUX4L6,,
DUX4L5,,
DUX4L4,,
DUX4L3,,
DUX4L2,,
NTRK1,4914,335
RRP12,23223,53
SLC18A2,6571,93
SLC18A1,6570,39
GOSR1,9527,41
STRC,161497,17
RRP15,51018,28
CCDC97,90324,14
RALBP1,10928,94
NRN1,51299,21
DEAF1,10522,41
RAP1B,5908,95
RAP1A,5906,217
PPP1R8,5511,70
ZNF831,128611,9
ZNF830,91603,20
ZNF835,90485,2
IER3IP1,51124,24
ZNF836,162962,3
ZNF839,55778,9
SLC23A2,9962,76
CUEDC1,404093,18
LRIF1,55791,25
GBAS,2631,42
ZNF410,57862,15
PHAX,51808,30
IPO13,9670,36
PET117,100303755,6
TRIM43,129868,8
ATOH7,220202,27
ACAT1,38,75
ACAT2,39,42
ATOH1,474,51
SLC22A16,85413,22
LIMD2,80774,9
LIMD1,8994,49
LOC392288,,
RNF157,114804,10
ATOH8,84913,19
PEX1,5189,56
FMOD,2331,57
CTF1,1489,50
TBPL2,387332,12
MECP2,4204,576
MARVELD2,153562,41
NOX4,50507,289
PEX3,8504,49
ZNF578,147660,4
LDLR,3949,729
FAM25B,100132929,2
TSPY4,728395,3
ZPBP,11055,14
