Gene,,
RPS6KA1,6195,191
RPS6KA2,6196,71
RPS6KA3,6197,174
RPS6KA4,8986,43
RPS6KA5,9252,99
RPS6KA6,27330,39
MAGEB3,4114,9
SH3D19,152503,25
PSMD14,10213,92
OR12D3,81797,11
PSMD11,5717,124
PSMD10,5716,137
PSMD13,5719,104
PSMD12,5718,103
HBQ1,3049,14
ACOXL,55289,20
FTCD,10841,23
UTP23,84294,17
UTP20,27340,38
RTFDC1,51507,23
MYO10,4651,56
TMEM242,729515,10
METTL2B,55798,16
GANAB,23193,115
MAGEB4,4115,13
TOPAZ1,375337,6
VAPB,9217,129
VAPA,9218,97
NPHP3,27031,37
MKI67IP,84365,41
TPTE2,93492,18
SLC7A2,6542,27
GALNT5,11227,7
CTH,1491,86
EXOSC10,5394,78
ARG2,384,75
LOC100507709,,
ARF1,375,215
ARF6,382,225
ARF5,381,51
GALNT1,2589,51
EFCAB6,64800,12
MOBP,4336,23
C6orf183,221262,8
PRADC1,84279,8
MYLK4,340156,13
MEDAG,84935,8
MYLK2,85366,33
MYLK3,91807,15
RGPD2,729857,10
RGPD3,653489,11
RGPD1,400966,13
RGPD6,729540,15
EFCAB1,79645,9
RGPD4,285190,7
RGPD5,84220,19
MOB2,81532,24
RDM1,201299,9
RGPD8,727851,11
PQLC3,130814,7
MOB4,25843,39
RAB11FIP3,9727,39
PEX19,5824,81
LOC100652949,,
AGAP11,119385,6
RAB11FIP5,26056,50
RAB11FIP4,84440,25
BPIFA2,140683,20
BPIFA3,128861,5
BPIFA1,51297,81
SLCO1B3,28234,136
LOC100652945,,
METTL23,124512,8
METTL22,79091,7
METTL20,254013,11
SPP1,6696,937
METTL25,84190,10
SPP2,6694,17
LRRC23,10233,12
MYL6B,140465,34
FASTK,10922,27
GAREM,64762,22
SLITRK6,84189,16
IFIH1,64135,231
SLCO1B7,338821,3
ACTR10,55860,20
HMGB3,3149,44
EEF1A1,1915,293
EEF1A2,1917,111
KIAA1033,23325,28
CHP1,11261,41
SLITRK4,139065,12
FYCO1,79443,35
SPNS1,83985,13
RAB2A,5862,64
RAB2B,84932,20
SLFN12L,100506736,10
ARL15,54622,26
TMEM243,79161,11
FRRS1,391059,4
LOC644704,,
GCHFR,2644,26
SCP2D1,140856,5
WDR45B,56270,17
CREB3L2,64764,29
AASS,10157,25
SLITRK1,114798,37
KIF4B,285643,10
KIF4A,24137,70
PEX14,5195,56
CLIP3,25999,15
CLIP2,7461,22
CLIP1,6249,81
ETNK2,55224,13
ETNK1,55500,13
CLIP4,79745,11
MNDA,4332,32
LRRC28,123355,9
HEXDC,284004,10
FOS,2353,430
DHRS7B,25979,26
DHRS7C,201140,5
CD48,962,63
CLK2,1196,44
GCNT4,51301,4
MND1,84057,13
CD44,960,1113
CD47,961,175
CD46,4179,208
CA13,377677,9
CD40,958,557
CA11,770,17
CA10,56934,27
FPGT,8790,10
FGFR1OP,11116,50
VMA21,203547,23
CLK1,1195,53
TPSAB1,7177,93
RAB20,55647,13
RAB21,23011,50
EIF4E3,317649,15
EIF4E2,9470,52
RAB24,53917,17
TBL1Y,90665,15
RAB26,25837,18
PIK3C2B,5287,88
RAB28,9364,24
GLRA2,2742,23
CALR,811,473
DZIP1L,199221,10
CALU,813,95
WDR78,79819,8
FAR1,84188,32
ACTR1B,10120,34
ACTR1A,10121,78
FAR2,55711,15
WDR70,55100,19
WDR73,84942,17
CHPF,79586,23
WDR75,84128,26
WDR74,54663,28
WDR77,79084,115
WDR76,79968,20
WNT3A,89780,188
COL23A1,91522,18
MCF2,4168,36
NTAN1,123803,16
PPP2R3A,5523,47
NQO2,4835,74
RIBC2,26150,14
RIBC1,158787,9
NQO1,1728,544
PRPF8,10594,157
SFMBT2,57713,12
LOC100653301,,
LOC100653306,,
LOC100653304,,
WSCD2,9671,8
PRPF3,9129,95
PRPF4,9128,79
PRPF6,24148,83
FILIP1L,11259,26
PPP1R3G,648791,2
COX7A2,1347,31
C15orf38,348110,21
RAPGEF1,2889,86
PPARGC1A,10891,604
PCF11,51585,33
CDC42EP2,10435,21
RNMT,8731,37
CLEC1B,51266,42
RFC4,5984,100
C5orf45,51149,10
ZFP64,55734,27
PIP4K2A,5305,64
ZFP62,643836,11
C5orf42,65250,21
PIP4K2B,8396,36
DOLPP1,57171,13
ZNF322B,387328,2
ARL14EP,120534,15
RFFL,117584,27
LEFTY2,7044,32
LEFTY1,10637,26
ARRDC5,645432,4
ZFHX3,463,80
ARRDC2,27106,8
RFC2,5982,74
TTI2,80185,19
FAM45A,404636,8
SH3BP4,23677,33
RAB27B,5874,49
ZIC2,7546,57
KIAA0930,23313,17
KIF15,56992,30
KIAA1958,158405,11
CSAD,51380,13
RABGAP1L,9910,26
C7orf55-LUC7L2,,
PLEKHG2,64857,22
ELK3,2004,42
NUP107,57122,76
ELK1,2002,191
C4orf22,255119,6
LSAMP,4045,26
PAK4,10298,139
LOC441239,,
PAK6,56924,58
PAK7,57144,56
PAK1,5058,462
PAK2,5062,186
KIF11,3832,173
FAM122A,116224,22
FAM122B,159090,19
KIF12,113220,15
NSDHL,50814,42
PIGA,5277,50
KCNG1,3755,18
KCNG2,26251,5
KCNG3,170850,12
KCNG4,93107,16
NUBPL,80224,21
HTR5A,33615,18
TMEM255B,348013,9
CEP97,79598,32
OR4C13,283092,4
CEP95,90799,17
DEFB113,245927,2
CYP2D6,1565,957
SUB1,10923,94
ATXN7L3,56970,21
CALCRL,10203,92
MFSD2A,84879,28
MFSD2B,388931,14
ATXN7L2,127002,11
LCN15,389812,4
DMBT1,1755,115
AXDND1,126859,8
PRKG1,5592,159
PRKG2,5593,55
TNS3,64759,39
RBMY1F,159163,14
TNS1,7145,41
ZIC1,7545,40
AADACL4,343066,3
TNS4,84951,40
NEU3,10825,55
CA3,761,46
ZBTB12,221527,12
ARID2,196528,52
SPRR3,6707,40
PMEPA1,56937,42
ZBTB10,65986,30
OR8D1,283159,4
ZNF672,79894,5
ZNF777,27153,6
ARGLU1,55082,28
FASTKD2,22868,31
ZBTB16,7704,151
CASR,846,447
C1orf210,149466,6
CA2,760,198
CALML3,810,43
CEP78,84131,34
STX12,23673,45
GLYCTK,132158,16
DHX40,79665,20
CALML5,51806,37
CALML4,91860,6
TRIM9,114088,36
PFN1,5216,187
PFN2,5217,55
PFN3,345456,10
PFN4,375189,6
CREM,1390,122
TMEM215,401498,2
TMEM214,54867,17
GAS1,2619,43
COX11,1353,24
TRIM3,10612,39
TRIM2,23321,46
SHISA8,440829,2
COX15,1355,28
GAS7,8522,42
GAS6,2621,166
PDGFRB,5159,467
ANKRD13D,338692,18
ANKRD13B,124930,13
ANKRD13C,81573,18
KIAA1468,57614,13
KIAA1467,57613,9
AIDA,64853,16
UGT2A3,79799,10
UGT2A2,574537,7
UGT2A1,10941,22
PDGFRL,5157,15
PIGX,54965,10
TMSB10,9168,46
PPA2,27068,33
PPA1,5464,64
MCTP1,79772,10
CHMP1B,57132,55
MCTP2,55784,22
RAB19,401409,4
BET1,10282,28
NUP62,23636,124
USP17L5,728386,20
CILP2,148113,25
ALCAM,214,151
TPM4,7171,69
TPM3,7170,152
TPM2,7169,98
TPM1,7168,203
C19orf38,255809,2
ETF1,2107,75
FBXW9,84261,13
C22orf39,128977,9
ADAP2,55803,27
FAM21C,253725,37
FAM21B,387680,24
FAM21A,387680,24
SIPA1,6494,43
C22orf32,91689,17
FBXW2,26190,35
RMND1,55005,21
FBXW4,6468,31
FBXW5,54461,45
FBXW7,55294,371
ETFA,2108,59
TGFBR2,7048,502
TGFBR1,7046,461
ETFB,2109,47
SH3RF2,153769,21
SH3RF3,344558,8
SH3RF1,57630,30
FAM159B,100132916,2
TPMT,7172,276
SSX2IP,117178,52
YKT6,10652,31
PLSCR1,5359,94
LOC100505872,,
C4orf50,389197,5
ANKLE2,23141,32
PCIF1,63935,18
LRAT,9227,52
CA6,765,45
TJP2,9414,116
TJP3,27134,17
NDOR1,27158,19
LOC100507656,,
OPN4,94233,43
PPAN,56342,45
PTCRA,171558,18
CLASRP,11129,27
CCDC170,80129,33
PPAT,5471,30
BABAM1,29086,55
GKAP1,80318,14
SH3PXD2B,285590,38
TUB,7275,29
SH3PXD2A,9644,52
LOC100509582,,
LYSMD3,116068,10
CCDC173,129881,4
KLHL11,55175,12
DCXR,51181,40
CHPF2,54480,14
KLHL12,59349,44
SRRM4,84530,18
AGRN,375790,66
NFYB,4801,71
CLGN,1047,30
C9orf50,375759,6
RABL6,55684,29
SMARCA1,6594,47
SMARCA2,6595,203
RABL5,64792,17
SMARCA4,6597,440
TST,7263,49
POMZP3,22932,10
FYB,2533,59
SYCN,342898,3
GOLGA6L9,440295,4
PACRGL,133015,9
OLAH,55301,9
LYSMD4,145748,7
FYN,2534,562
GOLGA6L1,283767,2
GOLGA6L2,283685,4
GOLGA6L3,100133220,2
KLHL18,23276,21
C9orf57,138240,3
TOR1A,1861,192
XCL2,6846,18
TOR1B,27348,22
EAF1,85403,26
CCT6A,908,122
PAF1,54623,84
LEPROTL1,23484,17
CCT6B,10693,29
LOC100134397,,
XAGE1A,653220,31
XAGE1B,653067,33
XAGE1C,,
XAGE1D,,
XAGE1E,653067,33
RUFY1,80230,26
RUFY3,22902,16
RUFY2,55680,15
FCGR2B,2213,193
FCGR2C,9103,34
LOC100128105,,
FCGR2A,2212,471
NLE1,54475,22
KLF12,11278,53
CYP11A1,1583,139
SKIL,6498,93
CYTH1,9267,48
CHCHD6,84303,30
CYTH3,9265,29
CYTH2,9266,73
STRADB,55437,19
CHCHD7,79145,19
DPH1,1801,27
DPH2,1802,19
DPH3,285381,16
MYH7B,57644,27
CHCHD4,131474,34
SPAST,6683,178
TRIM69,140691,24
MUM1L1,139221,10
LOC100288966,,
CHCHD5,84269,7
AGR2,10551,128
AGR3,155465,26
THEGL,100506564,2
WIBG,84305,35
WBP5,51186,12
CANT1,124583,36
WBP4,11193,22
NDST3,9348,20
CKB,1152,118
CKM,1158,108
PTGS1,5742,260
DNLZ,728489,8
TRIM60,166655,5
PLK1S1,55857,14
TM2D3,80213,10
PAH,5053,271
PAM,5066,50
DCN,1634,221
GPAM,57678,34
LOC100506060,,
DCK,1633,96
LIX1,167410,11
ACSM3,6296,32
ACSM5,54988,9
ACSM4,341392,5
THRA,7067,188
TAF4B,6875,42
PERP,64065,36
ARIH2OS,646450,2
CUL9,23113,35
DCX,1641,96
EIF4ENIF1,56478,52
CUL5,8065,178
DCT,1638,56
CUL7,9820,76
CUL1,8454,445
CUL2,8453,172
CUL3,8452,269
TRIM28,10155,281
TRIM29,23650,69
PNKP,11284,73
TRIM24,8805,83
TRIM25,7706,122
TRIM26,7726,59
TRIM27,5987,94
CDH24,64403,9
TRIM21,6737,163
CREB1,1385,604
TRIM23,373,42
FLRT1,23769,9
PER2,8864,144
FLRT3,23767,18
FLRT2,23768,26
KLK14,43847,37
GNPAT,8443,46
TRPT1,83707,14
KAT8,84148,77
FCER2,2208,128
DYNC2LI1,51626,18
KAT5,10524,263
ARCN1,372,70
KAT7,11143,74
F2R,2149,375
NKAP,79576,31
ZNF514,84874,6
PPDPF,79144,6
NSMAF,8439,22
TECTA,7007,42
AES,166,57
PNRC1,10957,22
PNRC2,55629,22
GBA,2629,379
DNAJC27,51277,15
GNAO1,2775,98
DNAJC25,548645,4
SP140,11262,21
NTSR2,23620,23
GAPDH,2597,369
DNAJC21,134218,24
NTSR1,4923,84
PROSAPIP1,9762,14
DTD1,92675,24
DTD2,112487,9
ZNF223,7766,9
ARHGAP8,23779,24
ARHGAP9,64333,19
ACN9,57001,17
ARHGAP4,393,33
ARHGAP5,394,38
ARHGAP6,395,12
ICOSLG,23308,66
ARHGAP1,392,86
AEN,64782,13
FAM196A,,
SPRTN,83932,29
C2orf62,375307,7
KIF9,64147,12
SLC12A8,84561,11
KIF6,221458,53
PRLH,51052,11
OR4D11,219986,3
PPP6C,5537,74
OGG1,49688,
ZNF229,7772,7
ANXA11,311,77
ANXA10,11199,26
ANXA13,312,22
TMEM74,157753,9
SLC39A12,221074,12
WBSCR17,64409,16
FAM86A,196483,13
SLA,6503,39
HSPA4L,22824,49
KCNQ3,3786,84
RPUSD4,84881,17
MRPL4,51073,40
MRPL2,51069,30
MRPL3,11222,33
RPUSD2,27079,12
MRPL1,65008,34
TTLL8,164714,
ZFAT,57623,30
MRPL9,65005,31
ZNF611,81856,4
ZNF610,162963,6
ZNF613,79898,4
ZNF615,284370,3
ZNF614,80110,9
ZNF616,90317,9
SLC3A2,6520,180
ZNF618,114991,13
SLC3A1,6519,69
MOK,5891,27
HIST2H3D,653604,25
EIF4EBP1,1978,266
EIF4EBP3,8637,23
ASPRV1,151516,19
EDDM3A,10876,8
RALGAPA2,57186,16
MOG,4340,76
BAG2,9532,116
BAG3,9531,216
CCDC83,220047,6
BAG1,573,167
BAG6,7917,168
OR1L8,138881,4
BAG4,9530,43
YBEY,54059,14
KMO,8564,34
OR1L4,254973,3
VEGFB,7423,73
MSRB1,51734,24
RTKN,6242,58
MSRB3,253827,35
CTDP1,9150,58
LRRC37A2,474170,6
LRRC37A3,374819,5
SLC39A1,27173,41
NTRK3,4916,159
CD79B,974,76
MEOX1,4222,26
MEOX2,4223,46
CD79A,973,73
CSDC2,27254,16
EIF1AD,84285,16
ATXN1L,342371,14
ARHGAP22,58504,19
ZNF385C,201181,4
ZNF385B,151126,16
ZNF385A,25946,17
GMFB,2764,22
UTP11L,51118,22
XIRP2,129446,17
BNIP3,664,155
MPLKIP,136647,20
PDHA2,5161,25
CPSF3L,54973,32
PDHA1,5160,126
COL4A3BP,10087,61
SAP18,10284,59
ARHGAP24,83478,39
MZF1,7593,46
ATXN10,25814,68
RNFT1,51136,9
RAP1GAP2,23108,16
FSCN2,25794,25
FSCN1,6624,201
SLPI,6590,134
MRPS17,51373,25
CST5,1473,27
MYL12B,103910,43
MYL12A,10627,42
G2E3,55632,17
CKMT2,1160,29
FXYD6-FXYD2,100533181,3
RPS6KC1,26750,19
LOC100287723,,
CD247,919,231
RFPL4A,342931,8
RILPL1,353116,11
RILPL2,196383,16
MRPS12,6183,24
IDO2,169355,24
TMPO,7112,122
IDO1,3620,367
CAMK1D,57118,62
VARS,7407,56
NLRP12,91662,39
LDHAL6B,92483,15
ECM2,1842,11
ECM1,1893,84
LDHAL6A,160287,11
SMCR8,140775,21
DDIT3,1649,243
FMR1,2332,619
DDIT4,54541,78
SMCR7,125170,20
SEL1L3,23231,12
RAB3IL1,5866,17
LYPD4,147719,7
HIST4H4,121504,220
LYPD3,27076,37
PRDM9,56979,34
LYPD1,116372,12
CATSPER4,378807,8
NAP1L1,4673,102
CALCOCO2,10241,66
AMHR2,269,64
NAP1L4,4676,58
NAP1L5,266812,19
LYPD8,646627,3
CATSPER3,347732,11
ANKRD30A,91074,22
RGS5,8490,57
RGS6,9628,47
RGS7,6000,43
RGS3,5998,61
RGS8,85397,24
RGS9,8787,31
APMAP,57136,34
RBFA,79863,11
FLOT2,2319,115
M1AP,130951,8
PEAK1,79834,38
COL19A1,1310,22
IL1RAP,3556,75
CATSPERD,257062,5
SERTAD4,56256,10
KIAA1143,57456,13
CATSPERB,79820,8
KIAA1147,57189,8
CETP,1071,632
LOC100652962,,
FSD1L,83856,9
NAB1,4664,30
RDH14,57665,22
KANK4,163782,11
RD3,343035,17
KANK2,25959,41
KANK3,256949,9
RDH12,145226,42
KANK1,23189,50
EMC4,51234,19
DEDD2,162989,17
FAM178A,55719,15
DOLK,22845,18
MGARP,84709,13
GAK,2580,72
KIAA1841,84542,9
WDR5B,54554,11
GADD45A,1647,173
AMN1,196394,4
TARSL2,123283,11
CDK2AP1,8099,57
CANX,821,257
FRRS1L,23732,9
NALCN,259232,43
NUCB1,4924,46
KIAA0355,9710,12
CIAPIN1,57019,56
HSP90AB1,3326,325
PTP4A1,7803,65
UBR5,51366,138
PTP4A3,11156,152
PTP4A2,8073,43
TNNI2,7136,43
ZSCAN26,7741,12
NUCB2,4925,120
ZSCAN20,7579,13
ZSCAN21,7589,16
ZSCAN22,342945,13
BMP7,655,259
TDRD9,122402,12
CD28,940,362
TRHDE,29953,16
TDRD3,81550,35
CD22,933,79
TDRD1,56165,17
TNNI1,7135,47
TDRD7,23424,17
TDRD6,221400,10
TDRD5,163589,11
PLA2R1,22925,72
ABHD8,79575,9
SOCS6,9306,48
MYLIP,29116,52
AP3M2,10947,14
C13orf35,400165,
ABHD2,11057,19
ABHD3,171586,13
ABHD1,84696,8
ABHD6,57406,22
PA2G4,5036,115
ABHD4,63874,8
ABHD5,51099,48
TWF1,5756,42
NKIRAS2,28511,14
WDR55,54853,18
TWF2,11344,35
WDR53,348793,7
WDR52,55779,12
MBTPS1,8720,57
EIF4G3,8672,44
EIF4G2,1982,82
EIF4G1,1981,250
BATF3,55509,21
SERHL2,253190,9
WDR59,79726,25
FAT3,120114,13
FAT2,2196,11
FAT1,2195,72
GRB2,2885,778
ULBP3,79465,32
GRB7,2886,82
FAT4,79633,31
PSG6,5675,15
PSG7,5676,15
PSG4,5672,20
PSG5,5673,21
PSG2,5670,15
PSG3,5671,17
PSG1,5669,41
HOXC9,3225,32
HOXC8,3224,41
LOC100653327,,
BCL2L2-PABPN1,100529063,3
HOXC5,3222,20
HOXC4,3221,38
HOXC6,3223,39
CD151,977,141
SSU72,29101,24
HCST,10870,26
E2F8,79733,29
PCDHB3,56132,10
FAM200A,221786,9
FAM200B,285550,7
OR4F6,390648,6
UROC1,131669,8
ZSCAN5A,79149,7
LSM4,25804,49
COL27A1,85301,19
RBMX2,51634,17
LSM5,23658,29
HTRA3,94031,37
LSM6,11157,29
NEURL1B,54492,7
LSM7,51690,32
ABHD14A,25864,12
SELT,51714,17
FAM207A,85395,25
POLR2E,5434,178
POLR2D,5433,124
POLR2G,5436,133
GATSL2,729438,8
POLR2A,5430,470
MFSD7,84179,8
POLR2C,5432,158
POLR2B,5431,187
POLR2M,81488,54
POLR2L,5441,120
AKR7A2,8574,32
AKR7A3,22977,17
POLR2I,5438,115
POLR2H,5437,148
F11R,50848,134
POLR2J,5439,123
TLK1,9874,48
TLK2,11011,38
FAM47C,442444,
FAM47B,170062,6
FAM47A,158724,7
BCS1L,617,45
USP53,54532,22
CLPS,1208,27
USP51,158880,15
PRODH,5625,85
CYBA,1535,314
ASCC3,10973,51
ASCC2,84164,29
ASCC1,51008,25
VPS72,6944,36
AGO1,26523,102
DSCAML1,57453,17
AGO2,27161,294
AGO3,192669,40
GAMT,2593,33
APOF,319,24
VBP1,7411,48
CCDC109B,55013,17
FAM120B,84498,17
FAM120C,54954,20
FAM120A,23196,58
MAPK14,1432,1277
MAPK15,225689,35
MAPK10,5602,105
MAPK11,5600,117
MAPK12,6300,99
MAPK13,5603,77
HPGD,324815,
FZD1,8321,52
FZD2,2535,40
FZD3,7976,45
FZD4,8322,81
FZD5,7855,56
FZD6,8323,43
FZD7,8324,72
CACNB3,784,24
HUS1,3364,72
CACNB1,782,29
MOCOS,55034,19
CACNB4,785,39
BICC1,80114,23
CT45A1,541466,9
C10orf71,118461,7
C10orf76,79591,12
TBRG1,84897,16
DHCR24,171824,2
NCR3,259197,88
C8orf44-SGK3,100533105,13
UTS2B,257313,13
ASH1L,55870,36
CT45A2,728911,6
RPL7,6129,109
RASSF5,83593,70
DCBLD1,285761,16
ATP12A,479,31
CTRB2,440387,9
PLCD4,84812,27
CTRB1,1504,19
USO1,8615,70
PLCD3,113026,38
PLCD1,5333,78
HIST1H1D,3007,71
HIST1H1E,3008,74
ZNF518A,9849,16
RASSF6,166824,31
TGFBRAP1,9392,27
HIST1H1B,3009,104
HIST1H1C,3006,108
LOC402269,,
PDZRN4,29951,15
ANKZF1,55139,28
ITFG3,83986,25
ITFG2,55846,9
SOS1,6654,224
TACC1,6867,47
TACC2,10579,43
TACC3,10460,91
JDP2,122953,35
PICK1,9463,75
RAI2,10742,16
VMO1,284013,8
CLEC4F,165530,6
TMEM235,283999,2
NHP2,55651,62
TMEM237,65062,21
MRTO4,51154,44
TMEM231,79583,20
TMEM230,29058,34
KIF20A,10112,62
MKI67,4288,719
CLEC4D,338339,9
GNMT,27232,49
LPXN,9404,40
AZIN1,51582,38
CAB39,51719,41
CKMT1A,548596,41
CKMT1B,1159,45
LCA5,167691,30
RPL3L,6123,20
ANKHD1,54882,39
GNAT1,2779,35
GNAT3,346562,28
GNAT2,2780,37
DEFA1B,728358,36
BCL2L15,440603,11
BCL2L14,79370,25
TTC16,158248,4
BCL2L11,10018,442
BCL2L13,23786,38
NTMT1,28989,31
ESCO2,157570,30
ESCO1,114799,27
SSR2,6746,20
NUP43,348995,43
CTU2,348180,10
ZNF557,79230,9
ZNF554,115196,7
CTU1,90353,12
C22orf15,150248,6
IL1R1,3554,285
ZNF550,162972,9
ZNF551,90233,7
SCEL,8796,21
MSX1,4487,137
MSX2,4488,91
HSD11B2,3291,176
ZNF558,148156,10
SIN3A,25942,270
CHD1,1105,71
ISYNA1,51477,26
LOC730268,730268,
GTF2H3,2967,60
GTF2H2,2966,85
GTF2H1,2965,128
WASH1,100287171,32
GTF2H5,404672,26
GTF2H4,2968,81
MAPKAP1,79109,67
TVP23C,201158,6
TVP23B,51030,9
TCTEX1D2,255758,14
ALDH1B1,219,62
CACNG2,10369,41
COX7A2L,9167,24
PCDH8,5100,27
PCDH9,5101,30
DBX1,120237,4
RPL26L1,51121,33
RPL38,6169,52
RPL39,6170,27
RPL36,25873,67
TAB2,23118,159
RPL34,6164,60
RPL35,11224,68
RPL32,6161,56
RPL30,6156,80
RPL31,6160,83
TARBP2,6895,104
TARBP1,6894,30
CACNG6,59285,8
TSHZ1,10194,21
SRCRB4D,136853,7
ATF4,468,243
ATF7,11016,53
ATF6,22926,154
ATF1,466,87
PPCS,79717,14
ATF2,1386,244
SMARCC2,6601,118
PPP1R42,286187,4
SMARCC1,6599,148
PPAP2C,8612,17
PPAP2B,8613,41
PPAP2A,8611,37
BUB1B,701,223
SUMO1,7341,533
INVS,27130,39
CTTNBP2,83992,28
TMCO3,55002,14
PSPC1,55269,68
SUMO4,387082,65
TMCO6,55374,13
KIAA0317,9870,15
GEN1,348654,26
LOC100507714,,
PPWD1,23398,17
ANKIB1,54467,16
LOC100507718,,
KIAA0319,9856,54
EEF2K,29904,73
BLOC1S6,26258,41
LHX2,9355,25
BLOC1S4,55330,17
BLOC1S3,388552,21
BLOC1S2,282991,32
BLOC1S1,2647,36
PTGER4,5734,163
LHX9,56956,15
MIB1,57534,57
PPP2R4,5524,185
TOR3A,64222,19
B3GALTL,145173,27
NAA30,122830,14
SLC38A5,92745,14
SLC38A4,55089,18
B3GALT6,126792,14
SLC38A6,145389,12
CTNNAL1,8727,34
SLC38A3,10991,26
SLC38A2,54407,49
LOC642131,,
MDFIC,29969,22
SLC38A9,153129,19
SLC38A8,146167,7
STK3,6788,102
STK4,6789,141
CYP3A7,1551,102
CYP3A4,1576,824
RSU1,6251,49
CXCL14,9547,84
CXCL17,284340,21
CXCL16,58191,148
OR13C4,138804,7
UBE4B,10277,67
UBE4A,9354,33
TSGA10,80705,21
OR13C3,138803,5
HCN1,348980,36
HCN3,57657,18
HCN2,610,51
OR13C8,138802,6
HCN4,10021,73
SNRNP27,11017,26
NAA35,60560,19
PRRT1,80863,11
YBX1,4904,400
YBX2,51087,22
H1FOO,132243,13
C7orf53,286006,7
C3orf58,205428,17
LRIT2,340745,3
LRIT3,345193,7
LRIT1,26103,6
GOLGA7B,401647,8
PTGDR,5729,76
PTGDS,5730,129
STIP1,10963,151
MRPL15,29088,37
CHIC2,26511,18
WT1,7490,629
FKBP14,55033,28
TTC3,7267,29
DRP2,1821,9
PIKFYVE,200576,71
PEPD,5184,101
UACA,55075,49
TBC1D23,55773,18
MRPL18,29074,37
TBC1D21,161514,10
TBC1D20,128637,25
DGCR6L,85359,12
TBC1D26,353149,6
RNF103-CHMP3,100526767,3
TBC1D24,57465,33
CDK2AP2,10263,12
FUNDC2,65991,25
TBC1D2B,23102,15
FUNDC1,139341,22
GUCY2D,3000,79
GUCY2F,2986,10
SENP8,123228,33
SENP7,57337,21
FIBCD1,84929,8
SENP5,205564,18
SENP3,26168,85
SENP2,59343,71
SENP1,29843,116
SAMM50,25813,58
SNPH,9751,13
PLA1A,51365,27
ING4,51147,103
ING5,84289,54
ARPC4,10093,55
C21orf58,54058,9
C21orf59,56683,22
TYRO3,7301,70
ING3,54556,43
NOTUM,147111,7
CEP170B,283638,21
VASH1,22846,64
TMPRSS13,84000,12
ZNF354B,117608,4
INS,3630,864
WDFY4,57705,20
WDFY3,23001,38
WDFY2,115825,14
WDFY1,57590,16
GFPT1,2673,74
GFPT2,9945,24
ECHDC3,79746,7
ECHDC2,55268,12
ECHDC1,55862,22
DAG1,1605,137
B4GALNT4,338707,11
ACP6,51205,17
ACP1,52,136
SDCCAG8,10806,45
SNIP1,79753,39
GLA,2717,200
SLC2A14,144195,14
SLC2A13,114134,16
SLC2A12,154091,22
SLC2A11,66035,16
SLC2A10,81031,32
ANKRD35,148741,10
ANKRD36,375248,12
ANKRD37,353322,5
ANKRD31,256006,3
ANKRD32,84250,11
FSBP,100861412,7
NASP,4678,85
PRKD3,23683,61
GLS,2744,100
ANKRD39,51239,12
PLEKHS1,79949,8
CDIPT,10423,33
NCOA2,10499,233
NCOA3,8202,345
NCOA1,8648,302
NCOA6,23054,75
TMEM17,200728,9
NCOA4,8031,75
NCOA5,57727,36
PRAME,23532,94
TMEM18,129787,58
SPCS3,60559,23
NT5C3B,1150245,
LOC100652842,,
BSN,8927,33
ETHE1,23474,33
MED16,10025,42
LCOR,84458,41
MECR,51102,20
BSG,682,528
CTDNEP1,23399,15
MAGI2,9863,61
P4HTM,54681,20
RIF1,55183,63
CAPNS1,826,74
ABCG1,9619,141
KDSR,25313,140
PLSCR5,389158,3
SLC27A5,10998,15
SLC27A4,10999,53
SLC27A6,28965,16
SLC27A1,376497,32
STARD3NL,83930,29
SLC27A3,11000,24
SLC27A2,11001,34
ACPT,93650,4
SREK1,140890,35
ERO1L,30001,75
ZNF638,27332,53
ACPP,55,94
LOC100653115,,
WDR85,92715,13
AK3,50808,22
PRRC1,133619,17
TBCE,6905,43
TBCD,6904,53
AK7,122481,14
TBCB,1155,34
TBCA,6902,23
AK4,205,29
NPNT,255743,18
ALOX5AP,241,145
OXTR,5021,285
MME,4311,295
UGT2B28,54490,8
CDIP1,29965,14
HNF4G,3174,22
NCKAP1L,3071,17
AP1S2,8905,48
AVP,551,267
WDR83,84292,25
WRNIP1,56897,55
ZNF496,84838,17
ERF,2077,36
ERG,2078,390
ZNF493,284443,3
SH2D3A,10045,16
HAND2,9464,41
SH2D3C,10044,25
MACC1,346389,118
RRP8,23378,28
MPI,4351,34
ERH,2079,65
WDR34,89891,24
APOL5,80831,7
HERPUD2,64224,12
RGAG4,340526,6
RGAG1,57529,12
TMEM55A,55529,11
TMEM55B,90809,18
ALOX15B,247,50
NDNL2,56160,17
SNCB,6620,64
FCGRT,2217,112
MTRNR2L7,100288485,10
TRA2A,29896,54
TRA2B,6434,113
NAALADL1,10004,5
PCDP1,200373,8
SLC24A6,80024,15
SLC24A4,123041,22
MDC1,9656,152
FBN2,2201,75
FBN3,84467,21
SLC24A1,9187,20
HHLA2,11148,16
DEPDC1B,55789,15
RNF126,55658,40
BRMS1L,84312,16
MEX3D,399664,10
APOBEC3F,200316,192
MEX3B,84206,25
MEX3C,51320,26
MEX3A,92312,10
LACTB2,51110,14
AOAH,313,19
IL3RA,3563,79
ENDOD1,23052,19
BTRC,8945,404
BAAT,570,24
CXorf30,286464,12
LRRC10B,390205,3
ITLN2,142683,10
ITLN1,55600,175
SCN1B,6324,67
RNF121,55298,13
PET100,100131801,9
C20orf112,140688,18
GAPT,202309,6
